股票[S]	股票代码[0]	股票名称[1]	昨日收盘价[2]	昨日结算价[3]	昨日持仓量[4]	涨停价[5]	跌停价[6]	总股本[7]	流通盘[8]	合约数量乘数[9]	最小变动价位[18]	上市日[20]	到期日[21]	合约在RZRK的代码[32]	合约在交易所的代码[33]	利息额[35]	除权除息[36]	停牌[37]	创建日[19]	限价单最大下单量（买）[16]	限价单最小下单量（买）[17]	投资者适当性管理分类[50]	最小回购天数[52]	最大回购天数[53]	证券类型 1.全国股转：标识分层信息[57]	证券种类和属性高位[69]	证券种类和属性低位[70]	要约收购信息[68]
000001	000001	平安银行	16.24	0.00	0	17.86	14.62	18891580601	18891415083	1	0.01	19910606		000001	000001	0.00	N	0		0	0	0	0	0		69210112	0	
000002	000002	万 科Ａ	31.01	0.00	0	34.11	27.91	11302143001	9715170043	1	0.01	19910403		000002	000002	0.00	N	0		0	0	0	0	0		69210112	0	
000004	000004	国农科技	21.97	0.00	0	24.17	19.77	83976684	82604584	1	0.01	19910403		000004	000004	0.00	N	0		0	0	0	0	0		69210112	0	
000005	000005	世纪星源	2.99	0.00	0	3.29	2.69	1058536842	1057946242	1	0.01	19940103		000005	000005	0.00	N	0		0	0	0	0	0		69210112	0	
000006	000006	深振业Ａ	5.25	0.00	0	5.78	4.73	1349995046	1348307972	1	0.01	19920426		000006	000006	0.00	N	0		0	0	0	0	0		69210112	0	
000007	000007	全新好	9.84	0.00	0	10.82	8.86	346448044	308948044	1	0.01	19920412		000007	000007	0.00	N	0		0	0	0	0	0		69210112	0	
000008	000008	神州高铁	3.63	0.00	0	3.99	3.27	2780795346	2593770878	1	0.01	19920506		000008	000008	0.00	N	0		0	0	0	0	0		69210112	0	
000009	000009	中国宝安	4.66	0.00	0	5.13	4.19	2579213965	2543836879	1	0.01	19910625		000009	000009	0.00	N	0		0	0	0	0	0		69210112	0	
000010	000010	*ST美丽	3.33	0.00	0	3.50	3.16	819854713	522093498	1	0.01	19951027		000010	000010	0.00	N	0		0	0	0	0	0		69210112	65536	
000011	000011	深物业A	9.13	0.00	0	10.04	8.22	595979092	526442569	1	0.01	19920329		000011	000011	0.00	N	0		0	0	0	0	0		69210112	0	
000012	000012	南 玻Ａ	4.71	0.00	0	5.18	4.24	3108196163	1957552744	1	0.01	19920228		000012	000012	0.00	N	0		0	0	0	0	0		69210112	0	
000014	000014	沙河股份	9.28	0.00	0	10.21	8.35	201705187	201705187	1	0.01	19920601		000014	000014	0.00	N	0		0	0	0	0	0		69210112	0	
000016	000016	深康佳Ａ	4.42	0.00	0	4.86	3.98	2407945408	1596574300	1	0.01	19920326		000016	000016	0.00	N	0		0	0	0	0	0		69210112	0	
000017	000017	深中华A	4.44	0.00	0	4.88	4.00	551347947	302981008	1	0.01	19920330		000017	000017	0.00	N	0		0	0	0	0	0		69210112	0	
000018	000018	神城A退	0.27	0.00	0	0.30	0.24	1434441780	995889682	1	0.01	19920615		000018	000018	0.00	N	0		0	0	0	0	0		69210112	2048	
000019	000019	深粮控股	5.99	0.00	0	6.59	5.39	1152535254	415920398	1	0.01	19921011		000019	000019	0.00	N	0		0	0	0	0	0		69210112	0	
000020	000020	深华发Ａ	10.50	0.00	0	11.55	9.45	283161227	181165391	1	0.01	19920427		000020	000020	0.00	N	0		0	0	0	0	0		69210112	0	
000021	000021	深科技	11.05	0.00	0	12.16	9.95	1471259363	1469327064	1	0.01	19940202		000021	000021	0.00	N	0		0	0	0	0	0		69210112	0	
000023	000023	深天地Ａ	12.58	0.00	0	13.84	11.32	138756240	138756240	1	0.01	19930428		000023	000023	0.00	N	0		0	0	0	0	0		69210112	0	
000025	000025	特 力Ａ	20.70	0.00	0	22.77	18.63	431058320	392778320	1	0.01	19930621		000025	000025	0.00	N	0		0	0	0	0	0		69210112	0	
000026	000026	飞亚达Ａ	12.54	0.00	0	13.79	11.29	442968881	356716368	1	0.01	19930602		000026	000026	0.00	N	0		0	0	0	0	0		69210112	0	
000027	000027	深圳能源	6.14	0.00	0	6.75	5.53	3964491597	3964491597	1	0.01	19930902		000027	000027	0.00	N	0		0	0	0	0	0		69210112	0	
000028	000028	国药一致	45.39	0.00	0	49.93	40.85	428126983	307744355	1	0.01	19930807		000028	000028	0.00	N	0		0	0	0	0	0		69210112	0	
000029	000029	深深房Ａ	10.97	0.00	0	12.07	9.87	1011660000	891660000	1	0.01	19930915		000029	000029	0.00	N	553		0	0	0	0	0		69210112	32768	
000030	000030	富奥股份	4.74	0.00	0	5.21	4.27	1810552111	1759880870	1	0.01	19930928		000030	000030	0.00	N	0		0	0	0	0	0		69210112	0	
000031	000031	大悦城	6.94	0.00	0	7.63	6.25	3925870338	1813722958	1	0.01	19931007		000031	000031	0.00	N	0		0	0	0	0	0		69210112	0	
000032	000032	深桑达Ａ	13.37	0.00	0	14.71	12.03	413219661	411283660	1	0.01	19931028		000032	000032	0.00	N	0		0	0	0	0	0		69210112	0	
000034	000034	神州数码	20.11	0.00	0	22.12	18.10	654070434	485475941	1	0.01	19940509		000034	000034	0.00	N	0		0	0	0	0	0		69210112	0	
000035	000035	中国天楹	6.02	0.00	0	6.62	5.42	2523777297	1281089502	1	0.01	19940408		000035	000035	0.00	N	0		0	0	0	0	0		69210112	0	
000036	000036	华联控股	4.13	0.00	0	4.54	3.72	1483934025	1475023303	1	0.01	19940617		000036	000036	0.00	N	0		0	0	0	0	0		69210112	0	
000037	000037	深南电A	12.81	0.00	0	14.09	11.53	602762596	338894012	1	0.01	19940701		000037	000037	0.00	N	0		0	0	0	0	0		69210112	0	
000038	000038	深大通	12.09	0.00	0	13.30	10.88	522777419	231571139	1	0.01	19940808		000038	000038	0.00	N	0		0	0	0	0	0		69210112	0	
000039	000039	中集集团	9.91	0.00	0	10.90	8.92	3583536482	1522729521	1	0.01	19940408		000039	000039	0.00	N	0		0	0	0	0	0		69210112	0	
000040	000040	东旭蓝天	4.00	0.00	0	4.40	3.60	1486873870	1060340670	1	0.01	19940808		000040	000040	0.00	N	0		0	0	0	0	0		69210112	0	
000042	000042	中洲控股	10.74	0.00	0	11.81	9.67	664831139	662202464	1	0.01	19940921		000042	000042	0.00	N	0		0	0	0	0	0		69210112	0	
000045	000045	深纺织Ａ	7.37	0.00	0	8.11	6.63	509338429	457021849	1	0.01	19940815		000045	000045	0.00	N	0		0	0	0	0	0		69210112	0	
000046	000046	泛海控股	4.50	0.00	0	4.95	4.05	5196200656	5174964633	1	0.01	19940912		000046	000046	0.00	N	0		0	0	0	0	0		69210112	0	
000048	000048	康达尔	21.56	0.00	0	23.72	19.40	402491731	402428671	1	0.01	19941101		000048	000048	0.00	N	0		0	0	0	0	0		69210112	0	
000049	000049	德赛电池	39.41	0.00	0	43.35	35.47	207197738	205243738	1	0.01	19950320		000049	000049	0.00	N	0		0	0	0	0	0		69210112	0	
000050	000050	深天马Ａ	16.50	0.00	0	18.15	14.85	2048123051	1828857609	1	0.01	19950315		000050	000050	0.00	N	0		0	0	0	0	0		69210112	0	
000055	000055	方大集团	4.51	0.00	0	4.96	4.06	1123384189	678283904	1	0.01	19960415		000055	000055	0.00	N	0		0	0	0	0	0		69210112	0	
000056	000056	皇庭国际	4.20	0.00	0	4.62	3.78	1175345368	903733208	1	0.01	19960708		000056	000056	0.00	N	0		0	0	0	0	0		69210112	0	
000058	000058	深 赛 格	7.35	0.00	0	8.09	6.62	1235656249	538039603	1	0.01	19961226		000058	000058	0.00	N	0		0	0	0	0	0		69210112	0	
000059	000059	华锦股份	5.89	0.00	0	6.48	5.30	1599442537	1599439081	1	0.01	19970130		000059	000059	0.00	N	0		0	0	0	0	0		69210112	0	
000060	000060	中金岭南	4.05	0.00	0	4.46	3.65	3569685327	3568237689	1	0.01	19970123		000060	000060	0.00	N	0		0	0	0	0	0		69210112	0	
000061	000061	农 产 品	5.49	0.00	0	6.04	4.94	1696964131	1695416233	1	0.01	19970110		000061	000061	0.00	N	0		0	0	0	0	0		69210112	0	
000062	000062	深圳华强	14.33	0.00	0	15.76	12.90	1045909322	1044645006	1	0.01	19970130		000062	000062	0.00	N	0		0	0	0	0	0		69210112	0	
000063	000063	中兴通讯	32.26	0.00	0	35.49	29.03	4192671843	3434115193	1	0.01	19971118		000063	000063	0.00	N	0		0	0	0	0	0		69210112	0	
000065	000065	北方国际	8.33	0.00	0	9.16	7.50	769505410	628943607	1	0.01	19980605		000065	000065	0.00	N	0		0	0	0	0	0		69210112	0	
000066	000066	中国长城	15.63	0.00	0	17.19	14.07	2928182053	2490702309	1	0.01	19970626		000066	000066	0.00	N	0		0	0	0	0	0		69210112	0	
000068	000068	华控赛格	4.01	0.00	0	4.41	3.61	1006671464	1006671464	1	0.01	19970611		000068	000068	0.00	N	0		0	0	0	0	0		69210112	0	
000069	000069	华侨城Ａ	7.39	0.00	0	8.13	6.65	8202506415	7016787409	1	0.01	19970910		000069	000069	0.00	N	0		0	0	0	0	0		69210112	0	
000070	000070	特发信息	10.66	0.00	0	11.73	9.59	813325730	791991380	1	0.01	20000511		000070	000070	0.00	N	0		0	0	0	0	0		69210112	0	
000078	000078	海王生物	3.31	0.00	0	3.64	2.98	2762583257	2621960807	1	0.01	19981218		000078	000078	0.00	N	0		0	0	0	0	0		69210112	0	
000088	000088	盐 田 港	5.49	0.00	0	6.04	4.94	1942200000	1942200000	1	0.01	19970728		000088	000088	0.00	N	0		0	0	0	0	0		69210112	0	
000089	000089	深圳机场	9.69	0.00	0	10.66	8.72	2050769509	2050769509	1	0.01	19980420		000089	000089	0.00	N	0		0	0	0	0	0		69210112	0	
000090	000090	天健集团	5.08	0.00	0	5.59	4.57	1868545434	1868415681	1	0.01	19990721		000090	000090	0.00	N	0		0	0	0	0	0		69210112	0	
000096	000096	广聚能源	11.10	0.00	0	12.21	9.99	528000000	510848000	1	0.01	20000724		000096	000096	0.00	N	0		0	0	0	0	0		69210112	0	
000099	000099	中信海直	7.25	0.00	0	7.98	6.53	606070420	606070420	1	0.01	20000731		000099	000099	0.00	N	0		0	0	0	0	0		69210112	0	
000100	000100	TCL 集团	4.39	0.00	0	4.83	3.95	13528438719	12783844749	1	0.01	20040130		000100	000100	0.00	N	0		0	0	0	0	0		69210112	0	
000150	000150	宜华健康	4.84	0.00	0	5.32	4.36	877697557	805990242	1	0.01	20000807		000150	000150	0.00	N	0		0	0	0	0	0		69210112	0	
000151	000151	中成股份	10.24	0.00	0	11.26	9.22	295980000	266543967	1	0.01	20000906		000151	000151	0.00	N	0		0	0	0	0	0		69210112	0	
000153	000153	丰原药业	6.27	0.00	0	6.90	5.64	312141230	311977230	1	0.01	20000920		000153	000153	0.00	N	0		0	0	0	0	0		69210112	0	
000155	000155	川能动力	4.20	0.00	0	4.62	3.78	1270000000	1270000000	1	0.01	20000926		000155	000155	0.00	N	0		0	0	0	0	0		69210112	0	
000156	000156	华数传媒	9.82	0.00	0	10.80	8.84	1433351902	1280295337	1	0.01	20121019		000156	000156	0.00	N	0		0	0	0	0	0		69210112	0	
000157	000157	中联重科	6.39	0.00	0	7.03	5.75	7868536630	6350855346	1	0.01	20001012		000157	000157	0.00	N	0		0	0	0	0	0		69210112	0	
000158	000158	常山北明	6.25	0.00	0	6.88	5.63	1598616721	1569910190	1	0.01	20000724		000158	000158	0.00	N	0		0	0	0	0	0		69210112	0	
000159	000159	国际实业	5.75	0.00	0	6.33	5.18	480685993	480685993	1	0.01	20000926		000159	000159	0.00	N	0		0	0	0	0	0		69210112	0	
000166	000166	申万宏源	4.91	0.00	0	5.40	4.42	25039944560	22534414205	1	0.01	20150126		000166	000166	0.00	N	0		0	0	0	0	0		69210112	0	
000301	000301	东方盛虹	5.13	0.00	0	5.64	4.62	4029053222	1218236445	1	0.01	20000529		000301	000301	0.00	N	0		0	0	0	0	0		69210112	0	
000333	000333	美的集团	57.27	0.00	0	63.00	51.54	6938903035	6801812922	1	0.01	20130918		000333	000333	0.00	N	0		0	0	0	0	0		69210112	0	
000338	000338	潍柴动力	14.77	0.00	0	16.25	13.29	7933873895	4245035750	1	0.01	20070430		000338	000338	0.00	N	0		0	0	0	0	0		69210112	0	
000400	000400	许继电气	10.55	0.00	0	11.61	9.50	1008327309	1008180305	1	0.01	19970418		000400	000400	0.00	N	0		0	0	0	0	0		69210112	0	
000401	000401	冀东水泥	15.44	0.00	0	16.98	13.90	1347522914	1347214601	1	0.01	19960614		000401	000401	0.00	N	0		0	0	0	0	0		69210112	0	
000402	000402	金 融 街	7.96	0.00	0	8.76	7.16	2988929907	2987631546	1	0.01	19960626		000402	000402	0.00	N	0		0	0	0	0	0		69210112	0	
000403	000403	双林生物	30.25	0.00	0	33.28	27.23	272577599	271404099	1	0.01	19960628		000403	000403	0.00	N	0		0	0	0	0	0		69210112	0	
000404	000404	长虹华意	3.87	0.00	0	4.26	3.48	695995979	694622798	1	0.01	19960619		000404	000404	0.00	N	0		0	0	0	0	0		69210112	0	
000407	000407	胜利股份	3.56	0.00	0	3.92	3.20	880084656	875743830	1	0.01	19960703		000407	000407	0.00	N	0		0	0	0	0	0		69210112	0	
000408	000408	藏格控股	7.09	0.00	0	7.80	6.38	1993779522	473486085	1	0.01	19960628		000408	000408	0.00	N	0		0	0	0	0	0		69210112	0	
000409	000409	ST地矿	5.15	0.00	0	5.41	4.89	510931158	405631244	1	0.01	20050530		000409	000409	0.00	N	0		0	0	0	0	0		69210112	65536	
000410	000410	*ST沈机	6.95	0.00	0	7.30	6.60	1684035944	1680914444	1	0.01	19960718		000410	000410	0.00	N	0		0	0	0	0	0		69210112	65536	
000411	000411	英特集团	11.81	0.00	0	12.99	10.63	248939935	207317071	1	0.01	20020625		000411	000411	0.00	N	0		0	0	0	0	0		69210112	0	
000413	000413	东旭光电	3.37	0.00	0	3.71	3.03	5730250118	4864155314	1	0.01	19960925		000413	000413	0.00	N	0		0	0	0	0	0		69210112	0	
000415	000415	渤海租赁	3.70	0.00	0	4.07	3.33	6184521282	3547396604	1	0.01	19960716		000415	000415	0.00	N	0		0	0	0	0	0		69210112	0	
000416	000416	民生控股	5.46	0.00	0	6.01	4.91	531871494	531641098	1	0.01	19960719		000416	000416	0.00	N	0		0	0	0	0	0		69210112	0	
000417	000417	合肥百货	4.83	0.00	0	5.31	4.35	779884200	779027451	1	0.01	19960812		000417	000417	0.00	N	0		0	0	0	0	0		69210112	0	
000419	000419	通程控股	4.50	0.00	0	4.95	4.05	543582655	543289983	1	0.01	19960816		000419	000419	0.00	N	0		0	0	0	0	0		69210112	0	
000420	000420	吉林化纤	2.14	0.00	0	2.35	1.93	1970706656	1850480524	1	0.01	19960802		000420	000420	0.00	N	0		0	0	0	0	0		69210112	0	
000421	000421	南京公用	4.44	0.00	0	4.88	4.00	572646934	572646934	1	0.01	19960806		000421	000421	0.00	N	0		0	0	0	0	0		69210112	0	
000422	000422	ST宜化	2.87	0.00	0	3.01	2.73	897866712	897812984	1	0.01	19960815		000422	000422	0.00	N	0		0	0	0	0	0		69210112	65536	
000423	000423	东阿阿胶	34.89	0.00	0	38.38	31.40	654021537	653867313	1	0.01	19960729		000423	000423	0.00	N	0		0	0	0	0	0		69210112	0	
000425	000425	徐工机械	5.05	0.00	0	5.56	4.55	7833668430	6995037403	1	0.01	19960828		000425	000425	0.00	N	0		0	0	0	0	0		69210112	0	
000426	000426	兴业矿业	4.51	0.00	0	4.96	4.06	1837192219	1298967555	1	0.01	19960828		000426	000426	0.00	N	0		0	0	0	0	0		69210112	0	
000428	000428	华天酒店	2.56	0.00	0	2.82	2.30	1018926000	1018884450	1	0.01	19960808		000428	000428	0.00	N	0		0	0	0	0	0		69210112	0	
000429	000429	粤高速Ａ	7.98	0.00	0	8.78	7.18	2090806126	1302772793	1	0.01	19980220		000429	000429	0.00	N	0		0	0	0	0	0		69210112	0	
000430	000430	张家界	5.08	0.00	0	5.59	4.57	404817686	331738800	1	0.01	19960829		000430	000430	0.00	N	0		0	0	0	0	0		69210112	0	
000488	000488	晨鸣纸业	4.80	0.00	0	5.28	4.32	2904608200	1656524003	1	0.01	20001120		000488	000488	0.00	N	0		0	0	0	0	0		69210112	0	
000498	000498	山东路桥	4.55	0.00	0	5.01	4.10	1120139063	1120080313	1	0.01	19970609		000498	000498	0.00	N	-1		0	0	0	0	0		69210112	0	
000501	000501	鄂武商Ａ	12.88	0.00	0	14.17	11.59	768992731	767757255	1	0.01	19921119		000501	000501	0.00	N	0		0	0	0	0	0		69210112	0	
000502	000502	绿景控股	7.01	0.00	0	7.71	6.31	184819607	183346957	1	0.01	19921122		000502	000502	0.00	N	0		0	0	0	0	0		69210112	0	
000503	000503	国新健康	17.40	0.00	0	19.14	15.66	898822204	898779932	1	0.01	19921129		000503	000503	0.00	N	0		0	0	0	0	0		69210112	0	
000504	000504	*ST生物	8.52	0.00	0	8.95	8.09	311573901	310673201	1	0.01	19921207		000504	000504	0.00	N	0		0	0	0	0	0		69210112	65536	
000505	000505	京粮控股	5.31	0.00	0	5.84	4.78	685790364	406127806	1	0.01	19921220		000505	000505	0.00	N	0		0	0	0	0	0		69210112	0	
000506	000506	中润资源	2.85	0.00	0	3.14	2.57	929017761	928670961	1	0.01	19930311		000506	000506	0.00	N	0		0	0	0	0	0		69210112	0	
000507	000507	珠海港	6.11	0.00	0	6.72	5.50	930424895	772143777	1	0.01	19930325		000507	000507	0.00	N	0		0	0	0	0	0		69210112	0	
000509	000509	华塑控股	2.39	0.00	0	2.63	2.15	825483117	825479873	1	0.01	19930506		000509	000509	0.00	N	0		0	0	0	0	0		69210112	0	
000510	000510	新金路	3.86	0.00	0	4.25	3.47	609182254	549479157	1	0.01	19930506		000510	000510	0.00	N	0		0	0	0	0	0		69210112	0	
000513	000513	丽珠集团	31.13	0.00	0	34.24	28.02	934762675	595589144	1	0.01	19931028		000513	000513	0.00	N	0		0	0	0	0	0		69210112	0	
000514	000514	渝 开 发	3.97	0.00	0	4.37	3.57	843770965	843770965	1	0.01	19930710		000514	000514	0.00	N	0		0	0	0	0	0		69210112	0	
000516	000516	国际医学	4.52	0.00	0	4.97	4.07	1971049302	1929001640	1	0.01	19930807		000516	000516	0.00	N	0		0	0	0	0	0		69210112	0	
000517	000517	荣安地产	2.62	0.00	0	2.88	2.36	3183922485	3035707316	1	0.01	19930804		000517	000517	0.00	N	0		0	0	0	0	0		69210112	0	
000518	000518	四环生物	3.30	0.00	0	3.63	2.97	1029556222	1029535693	1	0.01	19920624		000518	000518	0.00	N	0		0	0	0	0	0		69210112	0	
000519	000519	中兵红箭	7.57	0.00	0	8.33	6.81	1392558982	932647561	1	0.01	19931007		000519	000519	0.00	N	0		0	0	0	0	0		69210112	0	
000520	000520	长航凤凰	4.27	0.00	0	4.70	3.84	1012083455	1012083455	1	0.01	19931025		000520	000520	0.00	N	0		0	0	0	0	0		69210112	0	
000521	000521	长虹美菱	3.32	0.00	0	3.65	2.99	1044597881	872090413	1	0.01	19931018		000521	000521	0.00	N	0		0	0	0	0	0		69210112	0	
000523	000523	广州浪奇	7.36	0.00	0	8.10	6.62	627533125	626903116	1	0.01	19931108		000523	000523	0.00	N	0		0	0	0	0	0		69210112	0	
000524	000524	岭南控股	7.27	0.00	0	8.00	6.54	670208597	272301442	1	0.01	19931118		000524	000524	0.00	N	0		0	0	0	0	0		69210112	0	
000525	000525	红 太 阳	9.90	0.00	0	10.89	8.91	580772873	574398865	1	0.01	19931028		000525	000525	0.00	N	0		0	0	0	0	0		69210112	0	
000526	000526	紫光学大	30.99	0.00	0	34.09	27.89	96195107	96195107	1	0.01	19931101		000526	000526	0.00	N	0		0	0	0	0	0		69210112	0	
000528	000528	柳 工	6.54	0.00	0	7.19	5.89	1476111376	1462622772	1	0.01	19931118		000528	000528	0.00	N	0		0	0	0	0	0		69210112	0	
000529	000529	广弘控股	6.61	0.00	0	7.27	5.95	583790330	569884377	1	0.01	19931118		000529	000529	0.00	N	0		0	0	0	0	0		69210112	0	
000530	000530	大冷股份	3.84	0.00	0	4.22	3.46	843212507	597747977	1	0.01	19931208		000530	000530	0.00	N	0		0	0	0	0	0		69210112	0	
000531	000531	穗恒运Ａ	6.64	0.00	0	7.30	5.98	685082820	685082820	1	0.01	19940106		000531	000531	0.00	N	0		0	0	0	0	0		69210112	0	
000532	000532	华金资本	11.26	0.00	0	12.39	10.13	344708340	343483446	1	0.01	19940103		000532	000532	0.00	N	0		0	0	0	0	0		69210112	0	
000533	000533	顺钠股份	2.73	0.00	0	3.00	2.46	690816000	684902400	1	0.01	19940103		000533	000533	0.00	N	0		0	0	0	0	0		69210112	0	
000534	000534	万泽股份	9.06	0.00	0	9.97	8.15	491785096	491375657	1	0.01	19940110		000534	000534	0.00	N	0		0	0	0	0	0		69210112	0	
000536	000536	华映科技	2.90	0.00	0	3.19	2.61	2766032803	2763081622	1	0.01	20020628		000536	000536	0.00	N	0		0	0	0	0	0		69210112	0	
000537	000537	广宇发展	7.77	0.00	0	8.55	6.99	1862520720	405945814	1	0.01	19931210		000537	000537	0.00	N	0		0	0	0	0	0		69210112	0	
000538	000538	云南白药	86.46	0.00	0	95.11	77.81	1277403317	605664832	1	0.01	19931215		000538	000538	0.00	N	0		0	0	0	0	0		69210112	0	
000539	000539	粤电力Ａ	4.03	0.00	0	4.43	3.63	5250283986	2553907040	1	0.01	19931126		000539	000539	0.00	N	0		0	0	0	0	0		69210112	0	
000540	000540	中天金融	3.28	0.00	0	3.61	2.95	7005254679	6957049188	1	0.01	19940202		000540	000540	0.00	N	0		0	0	0	0	0		69210112	0	
000541	000541	佛山照明	4.80	0.00	0	5.28	4.32	1399346154	1072071544	1	0.01	19931123		000541	000541	0.00	N	0		0	0	0	0	0		69210112	0	
000543	000543	皖能电力	4.57	0.00	0	5.03	4.11	2266863331	1790395978	1	0.01	19931220		000543	000543	0.00	N	0		0	0	0	0	0		69210112	0	
000544	000544	中原环保	6.15	0.00	0	6.77	5.54	974684488	974684488	1	0.01	19931208		000544	000544	0.00	N	0		0	0	0	0	0		69210112	0	
000545	000545	金浦钛业	2.95	0.00	0	3.25	2.66	986833096	959403096	1	0.01	20130726		000545	000545	0.00	N	0		0	0	0	0	0		69210112	0	
000546	000546	金圆股份	10.29	0.00	0	11.32	9.26	714644396	667936120	1	0.01	20020808		000546	000546	0.00	N	0		0	0	0	0	0		69210112	0	
000547	000547	航天发展	9.71	0.00	0	10.68	8.74	1605678881	1101872269	1	0.01	19931130		000547	000547	0.00	N	0		0	0	0	0	0		69210112	0	
000548	000548	湖南投资	4.06	0.00	0	4.47	3.65	499215811	499169124	1	0.01	19931220		000548	000548	0.00	N	0		0	0	0	0	0		69210112	0	
000550	000550	江铃汽车	13.85	0.00	0	15.24	12.47	863214000	518427060	1	0.01	19931201		000550	000550	0.00	N	0		0	0	0	0	0		69210112	0	
000551	000551	创元科技	6.50	0.00	0	7.15	5.85	400080405	400080405	1	0.01	19940106		000551	000551	0.00	N	0		0	0	0	0	0		69210112	0	
000552	000552	靖远煤电	2.49	0.00	0	2.74	2.24	2286971050	2283741262	1	0.01	20060330		000552	000552	0.00	N	0		0	0	0	0	0		69210112	0	
000553	000553	安道麦A	9.94	0.00	0	10.93	8.95	2446553582	468616702	1	0.01	19931203		000553	000553	0.00	N	0		0	0	0	0	0		69210112	0	
000554	000554	泰山石油	4.72	0.00	0	5.19	4.25	480793320	362649713	1	0.01	19931215		000554	000554	0.00	N	0		0	0	0	0	0		69210112	0	
000555	000555	神州信息	12.58	0.00	0	13.84	11.32	970381273	941084909	1	0.01	19940408		000555	000555	0.00	N	0		0	0	0	0	0		69210112	0	
000557	000557	西部创业	3.30	0.00	0	3.63	2.97	1458374735	1457916198	1	0.01	20021216		000557	000557	0.00	N	0		0	0	0	0	0		69210112	0	
000558	000558	莱茵体育	3.18	0.00	0	3.50	2.86	1289223949	1288419854	1	0.01	19940509		000558	000558	0.00	N	0		0	0	0	0	0		69210112	0	
000559	000559	万向钱潮	5.18	0.00	0	5.70	4.66	2753159454	2753149374	1	0.01	19940110		000559	000559	0.00	N	0		0	0	0	0	0		69210112	0	
000560	000560	我爱我家	4.24	0.00	0	4.66	3.82	2355500851	1797750374	1	0.01	19940202		000560	000560	0.00	N	0		0	0	0	0	0		69210112	0	
000561	000561	烽火电子	7.11	0.00	0	7.82	6.40	604692321	596494745	1	0.01	20051017		000561	000561	0.00	N	0		0	0	0	0	0		69210112	0	
000563	000563	陕国投Ａ	4.18	0.00	0	4.60	3.76	3964012846	3964012846	1	0.01	19940110		000563	000563	0.00	N	0		0	0	0	0	0		69210112	0	
000564	000564	供销大集	2.33	0.00	0	2.56	2.10	6007828231	2005895931	1	0.01	19940110		000564	000564	0.00	N	0		0	0	0	0	0		69210112	0	
000565	000565	渝三峡Ａ	5.00	0.00	0	5.50	4.50	433592220	433592220	1	0.01	19940408		000565	000565	0.00	N	0		0	0	0	0	0		69210112	0	
000566	000566	海南海药	5.76	0.00	0	6.34	5.18	1335979264	1203496461	1	0.01	19940525		000566	000566	0.00	N	0		0	0	0	0	0		69210112	0	
000567	000567	海德股份	8.44	0.00	0	9.28	7.60	641138926	217783026	1	0.01	19940525		000567	000567	0.00	N	0		0	0	0	0	0		69210112	0	
000568	000568	泸州老窖	81.61	0.00	0	89.77	73.45	1464752476	1460105295	1	0.01	19940509		000568	000568	0.00	N	0		0	0	0	0	0		69210112	0	
000570	000570	苏常柴Ａ	4.45	0.00	0	4.90	4.01	561374326	411374326	1	0.01	19940701		000570	000570	0.00	N	0		0	0	0	0	0		69210112	0	
000571	000571	*ST大洲	2.67	0.00	0	2.80	2.54	814064000	806168744	1	0.01	19940525		000571	000571	0.00	N	0		0	0	0	0	0		69210112	65536	
000572	000572	*ST 海马	1.89	0.00	0	1.98	1.80	1644636426	1642155224	1	0.01	19940808		000572	000572	0.00	N	0		0	0	0	0	0		69210112	65536	
000573	000573	粤宏远Ａ	3.00	0.00	0	3.30	2.70	648730604	629098003	1	0.01	19940815		000573	000573	0.00	N	0		0	0	0	0	0		69210112	0	
000576	000576	广东甘化	7.09	0.00	0	7.80	6.38	442861324	427984418	1	0.01	19940907		000576	000576	0.00	N	0		0	0	0	0	0		69210112	0	
000581	000581	威孚高科	18.78	0.00	0	20.66	16.90	1008950570	836490491	1	0.01	19980924		000581	000581	0.00	N	0		0	0	0	0	0		69210112	0	
000582	000582	北部湾港	8.44	0.00	0	9.28	7.60	1634616854	348326825	1	0.01	19951102		000582	000582	0.00	N	0		0	0	0	0	0		69210112	0	
000584	000584	哈工智能	6.04	0.00	0	6.64	5.44	613324339	598315925	1	0.01	19951128		000584	000584	0.00	N	0		0	0	0	0	0		69210112	0	
000585	000585	ST东电	1.96	0.00	0	2.06	1.86	873370000	609420978	1	0.01	20021014		000585	000585	0.00	N	0		0	0	0	0	0		69210112	65536	
000586	000586	汇源通信	10.11	0.00	0	11.12	9.10	193440000	193440000	1	0.01	19951220		000586	000586	0.00	N	0		0	0	0	0	0		69210112	0	
000587	000587	金洲慈航	1.76	0.00	0	1.94	1.58	2123749330	1213011850	1	0.01	19960425		000587	000587	0.00	N	0		0	0	0	0	0		69210112	0	
000589	000589	贵州轮胎	4.61	0.00	0	5.07	4.15	775464304	775388237	1	0.01	19960308		000589	000589	0.00	N	0		0	0	0	0	0		69210112	0	
000590	000590	启迪古汉	11.83	0.00	0	13.01	10.65	239471267	223236227	1	0.01	19960119		000590	000590	0.00	N	0		0	0	0	0	0		69210112	0	
000591	000591	太阳能	3.63	0.00	0	3.99	3.27	3007098032	2037098929	1	0.01	19960208		000591	000591	0.00	N	0		0	0	0	0	0		69210112	0	
000592	000592	平潭发展	2.79	0.00	0	3.07	2.51	1931780892	1913824415	1	0.01	19960327		000592	000592	0.00	N	0		0	0	0	0	0		69210112	0	
